Age,Education Level,Job Title,Years of Experience,Salary
44,Bachelor's,Data Analyst,14,80276
25,Bachelor's,Software Engineer,2,87803
43,PhD,Data Analyst,11,100963
35,PhD,Manager,8,119976
44,Bachelor's,Data Analyst,11,62722
47,Bachelor's,Sales Representative,17,50469
60,PhD,Software Engineer,22,117711
29,Master's,Software Engineer,5,80708
24,Master's,Software Engineer,0,97586
35,High School,Software Engineer,10,60186
60,High School,Data Analyst,23,57335
28,PhD,Sales Representative,7,52274
27,PhD,Sales Representative,5,50430
49,High School,Data Analyst,14,53806
21,High School,Manager,1,63182
50,High School,Manager,14,76637
49,Bachelor's,Data Analyst,16,76892
21,High School,Sales Representative,0,32372
60,High School,Data Analyst,23,49407
34,Bachelor's,Software Engineer,6,76563
36,PhD,Manager,12,112839
45,Master's,Sales Representative,13,57694
57,Master's,Data Analyst,25,87329
41,Bachelor's,Software Engineer,10,82301
51,PhD,Manager,20,124512
28,Bachelor's,Manager,5,75143
25,PhD,Data Analyst,3,90548
51,Master's,Sales Representative,17,65042
45,Bachelor's,Sales Representative,15,42268
56,Bachelor's,Software Engineer,20,88811
27,PhD,Manager,3,134122
37,Bachelor's,Manager,10,82481
45,Bachelor's,Software Engineer,16,76669
51,PhD,Sales Representative,18,65604
54,Master's,Software Engineer,19,113006
28,High School,Manager,5,57856
51,Master's,Sales Representative,19,58875
54,Master's,Manager,21,108165
60,PhD,Manager,24,111020
60,Bachelor's,Sales Representative,25,58917
33,Bachelor's,Sales Representative,8,50517
47,PhD,Data Analyst,18,111016
22,High School,Data Analyst,0,50957
35,High School,Sales Representative,9,45704
42,Master's,Sales Representative,12,56622
45,Bachelor's,Software Engineer,15,80857
34,Master's,Data Analyst,8,70749
33,High School,Software Engineer,9,58600
42,High School,Manager,15,74162
30,High School,Manager,7,67324
24,Bachelor's,Data Analyst,5,70769
29,Master's,Sales Representative,4,59467
43,Master's,Sales Representative,15,67593
45,High School,Sales Representative,18,43565
51,Master's,Manager,19,120670
22,High School,Manager,3,70296
53,PhD,Software Engineer,17,142861
23,High School,Data Analyst,3,31852
37,Bachelor's,Manager,13,78754
37,Bachelor's,Software Engineer,7,65040
56,PhD,Sales Representative,17,68086
60,PhD,Sales Representative,26,76792
49,Bachelor's,Software Engineer,17,72985
43,Bachelor's,Manager,12,79210
43,Master's,Data Analyst,16,88847
29,Bachelor's,Software Engineer,6,80939
24,Master's,Data Analyst,6,79612
57,PhD,Sales Representative,26,62236
37,Master's,Data Analyst,11,83729
50,High School,Data Analyst,17,48890
32,PhD,Data Analyst,5,109715
42,High School,Data Analyst,20,50113
40,Master's,Data Analyst,12,89206
26,PhD,Manager,2,105190
57,Bachelor's,Manager,25,81701
42,High School,Software Engineer,13,54335
26,Bachelor's,Sales Representative,3,44966
35,PhD,Manager,8,110788
43,PhD,Manager,12,135404
60,PhD,Manager,22,133876
25,High School,Manager,3,67355
57,Master's,Manager,19,114743
49,PhD,Manager,17,130908
28,Bachelor's,Data Analyst,4,71478
29,Master's,Manager,6,96487
22,Master's,Sales Representative,0,54274
23,High School,Software Engineer,2,41168
42,Bachelor's,Software Engineer,11,89321
40,Bachelor's,Sales Representative,12,56219
27,Master's,Data Analyst,4,80643
50,Master's,Data Analyst,17,100458
50,Master's,Data Analyst,20,96656
31,Bachelor's,Software Engineer,5,89411
41,Master's,Data Analyst,12,80266
32,PhD,Software Engineer,7,104108
53,High School,Data Analyst,16,48718
28,Master's,Manager,6,110463
43,Master's,Manager,15,121565
37,Bachelor's,Data Analyst,10,62386
36,PhD,Manager,8,127006
52,Bachelor's,Sales Representative,20,64444
57,Bachelor's,Software Engineer,19,74339
54,High School,Sales Representative,20,40758
49,PhD,Software Engineer,16,128895
41,Master's,Sales Representative,10,58460
41,PhD,Manager,12,128058
36,Bachelor's,Data Analyst,7,66400
48,PhD,Data Analyst,17,108643
41,High School,Data Analyst,11,40367
55,High School,Manager,22,65854
51,PhD,Data Analyst,19,93888
27,Master's,Data Analyst,9,78475
54,Bachelor's,Data Analyst,21,66974
30,PhD,Manager,5,134421
40,PhD,Data Analyst,14,103902
32,Bachelor's,Sales Representative,6,46883
55,Master's,Manager,20,124762
22,High School,Software Engineer,1,53949
56,Bachelor's,Sales Representative,20,58445
41,Master's,Manager,11,119547
44,Bachelor's,Data Analyst,16,71739
59,Bachelor's,Manager,24,90702
54,Master's,Sales Representative,19,64778
29,PhD,Manager,6,100862
38,Bachelor's,Software Engineer,12,87329
28,High School,Sales Representative,4,29503
47,Bachelor's,Data Analyst,13,69399
27,High School,Manager,3,59771
25,Bachelor's,Software Engineer,2,76030
44,Bachelor's,Software Engineer,11,63452
28,Master's,Manager,4,95715
37,Bachelor's,Data Analyst,9,72532
40,High School,Sales Representative,10,35671
28,Master's,Software Engineer,4,95253
27,Bachelor's,Data Analyst,3,58792
40,Master's,Data Analyst,10,86688
59,Bachelor's,Data Analyst,24,77440
58,Bachelor's,Manager,20,79826
24,Master's,Manager,1,102520
49,PhD,Software Engineer,16,121590
24,Bachelor's,Data Analyst,1,72199
29,PhD,Manager,4,116878
30,PhD,Software Engineer,6,101082
28,Bachelor's,Sales Representative,6,49530
50,PhD,Data Analyst,16,106115
40,Master's,Data Analyst,13,83702
34,PhD,Manager,7,110459
59,Master's,Software Engineer,23,121903
29,Master's,Sales Representative,5,56177
27,High School,Manager,2,63664
58,Master's,Sales Representative,23,59240
27,High School,Sales Representative,5,27623
51,PhD,Software Engineer,17,99847
41,High School,Sales Representative,13,34322
36,High School,Manager,12,69312
25,Bachelor's,Software Engineer,3,79301
26,High School,Sales Representative,8,31388
55,Master's,Software Engineer,25,115200
33,Master's,Software Engineer,8,86568
21,Bachelor's,Manager,0,81404
40,PhD,Data Analyst,12,84670
34,High School,Sales Representative,6,33593
40,High School,Data Analyst,8,36474
53,Bachelor's,Manager,19,92748
59,PhD,Manager,20,119085
42,High School,Software Engineer,16,52322
26,High School,Sales Representative,2,38202
31,Bachelor's,Software Engineer,6,69760
59,High School,Data Analyst,24,54553
48,High School,Sales Representative,19,44275
31,PhD,Software Engineer,7,131458
24,Master's,Software Engineer,1,104773
25,PhD,Sales Representative,2,65943
58,High School,Sales Representative,24,46912
37,Bachelor's,Manager,9,81865
33,Master's,Manager,8,118649
30,PhD,Data Analyst,9,105603
58,Bachelor's,Software Engineer,22,95323
51,Master's,Sales Representative,21,71109
54,High School,Data Analyst,22,47370
57,High School,Software Engineer,24,63819
50,Bachelor's,Software Engineer,18,66982
54,Bachelor's,Manager,19,86142
59,PhD,Data Analyst,26,104120
25,Bachelor's,Software Engineer,5,65582
52,High School,Manager,17,76589
55,Master's,Manager,21,126194
22,Master's,Data Analyst,0,94590
35,PhD,Sales Representative,8,71542
29,Master's,Sales Representative,4,51501
45,High School,Sales Representative,17,42148
44,High School,Sales Representative,16,37205
35,PhD,Data Analyst,9,103113
60,Master's,Data Analyst,26,105174
27,Bachelor's,Software Engineer,3,67580
29,Master's,Data Analyst,5,67382
22,Bachelor's,Sales Representative,0,36587
27,High School,Data Analyst,4,37982
24,PhD,Data Analyst,1,94634
57,Bachelor's,Sales Representative,18,48976
53,PhD,Manager,16,123132
37,High School,Software Engineer,9,49576
43,High School,Data Analyst,14,45517
28,Master's,Software Engineer,5,87940
40,Bachelor's,Data Analyst,11,67311
44,Master's,Software Engineer,11,93435
42,PhD,Sales Representative,11,70274
40,Bachelor's,Sales Representative,10,42750
30,Master's,Software Engineer,4,94365
33,PhD,Data Analyst,6,106296
51,Master's,Data Analyst,17,96431
49,High School,Manager,17,80762
51,Master's,Data Analyst,21,103245
30,PhD,Software Engineer,7,96772
24,Master's,Software Engineer,2,88290
40,PhD,Data Analyst,13,101507
58,PhD,Data Analyst,26,105095
30,Master's,Data Analyst,6,77462
48,Master's,Software Engineer,17,88217
50,High School,Sales Representative,17,39827
54,Master's,Manager,20,113647
29,Master's,Sales Representative,6,48339
41,Master's,Sales Representative,16,60556
38,Master's,Data Analyst,11,83296
26,PhD,Data Analyst,2,94962
45,High School,Sales Representative,16,49513
47,PhD,Software Engineer,15,120951
37,High School,Data Analyst,9,54671
48,High School,Data Analyst,16,46412
28,Master's,Manager,7,102641
39,High School,Software Engineer,13,63206
22,PhD,Sales Representative,1,64222
54,PhD,Software Engineer,21,121170
40,Bachelor's,Manager,15,79634
22,Master's,Manager,2,102134
50,Master's,Sales Representative,18,66305
34,PhD,Software Engineer,6,110951
51,PhD,Manager,17,112335
57,PhD,Software Engineer,20,135084
34,PhD,Manager,11,112103
48,High School,Data Analyst,16,49371
23,Master's,Sales Representative,0,63505
34,PhD,Manager,7,113819
47,Bachelor's,Manager,14,91024
22,Bachelor's,Software Engineer,0,85358
56,High School,Sales Representative,25,49952
48,Master's,Data Analyst,16,97463
35,High School,Manager,9,72776
22,High School,Software Engineer,1,46704
35,High School,Manager,7,65132
48,Master's,Software Engineer,18,109682
28,Bachelor's,Sales Representative,3,49210
23,Bachelor's,Data Analyst,2,51492
27,Master's,Manager,1,111655
39,PhD,Software Engineer,15,100951
58,Bachelor's,Sales Representative,19,54905
45,High School,Software Engineer,13,65315
44,PhD,Software Engineer,16,121095
48,PhD,Sales Representative,16,63745
33,Bachelor's,Data Analyst,7,60801
51,High School,Manager,17,62161
42,Bachelor's,Sales Representative,10,44350
35,PhD,Data Analyst,10,104037
35,Bachelor's,Data Analyst,8,65168
48,Master's,Software Engineer,15,108950
39,High School,Data Analyst,9,47463
26,Master's,Sales Representative,0,61019
35,Master's,Manager,8,116490
59,PhD,Sales Representative,19,62274
26,Master's,Sales Representative,0,57934
23,High School,Data Analyst,1,45512
28,PhD,Sales Representative,4,66442
56,High School,Software Engineer,22,57554
42,Master's,Manager,12,120001
21,PhD,Sales Representative,1,66170
23,PhD,Data Analyst,1,103506
46,Master's,Software Engineer,18,101061
38,High School,Data Analyst,13,48078
32,Master's,Manager,7,118335
54,High School,Sales Representative,21,43260
39,Bachelor's,Manager,12,97967
48,Master's,Software Engineer,16,103164
52,Master's,Manager,20,101276
36,PhD,Data Analyst,10,89628
47,PhD,Data Analyst,21,116227
46,Bachelor's,Manager,16,79342
52,PhD,Software Engineer,18,126916
59,PhD,Software Engineer,22,105060
50,Master's,Sales Representative,19,69006
31,Master's,Data Analyst,7,87054
33,High School,Data Analyst,8,50882
52,High School,Software Engineer,20,61335
53,High School,Software Engineer,20,65022
28,PhD,Data Analyst,3,79556
50,High School,Sales Representative,17,45952
42,High School,Sales Representative,14,49708
42,PhD,Data Analyst,12,102574
37,Bachelor's,Manager,13,88600
38,High School,Software Engineer,10,52515
21,Bachelor's,Software Engineer,2,93874
48,High School,Data Analyst,15,47832
50,High School,Sales Representative,18,41850
23,Master's,Manager,0,114824
45,PhD,Data Analyst,13,101356
29,PhD,Sales Representative,4,54906
42,PhD,Manager,9,133729
50,Bachelor's,Manager,16,79930
50,PhD,Software Engineer,19,134857
37,High School,Data Analyst,12,58568
49,Master's,Data Analyst,17,94008
33,PhD,Manager,6,129056
32,High School,Data Analyst,8,40175
29,Bachelor's,Manager,3,84300
46,PhD,Manager,16,139166
54,PhD,Manager,16,118391
22,High School,Data Analyst,2,36551
36,Master's,Manager,9,114089
42,High School,Software Engineer,15,46945
41,High School,Data Analyst,8,51895
40,Bachelor's,Manager,12,86435
30,Bachelor's,Manager,4,74145
46,Master's,Sales Representative,18,66628
57,Bachelor's,Software Engineer,23,74721
22,High School,Data Analyst,0,50495
26,Bachelor's,Sales Representative,2,35963
21,High School,Sales Representative,3,32626
50,Bachelor's,Software Engineer,20,102349
38,High School,Data Analyst,10,54731
40,Master's,Sales Representative,13,54217
46,PhD,Software Engineer,18,127135
41,Bachelor's,Data Analyst,13,64316
22,Bachelor's,Sales Representative,3,45703
30,PhD,Data Analyst,5,102079
48,Master's,Software Engineer,16,101982
60,High School,Data Analyst,25,61660
21,Master's,Data Analyst,0,67153
28,Master's,Manager,6,100495
54,PhD,Data Analyst,20,92127
47,PhD,Manager,17,109829
55,High School,Manager,21,75757
26,High School,Data Analyst,1,33673
34,PhD,Data Analyst,12,99974
50,High School,Data Analyst,19,50727
52,PhD,Sales Representative,15,64661
24,Master's,Manager,5,97029
25,PhD,Manager,2,99459
29,Bachelor's,Data Analyst,4,78636
57,High School,Data Analyst,24,62270
45,High School,Software Engineer,12,52188
30,Master's,Sales Representative,8,54246
46,High School,Sales Representative,14,40513
52,Master's,Data Analyst,23,91341
52,Bachelor's,Manager,14,97766
34,Master's,Data Analyst,6,77906
25,High School,Manager,4,64902
47,High School,Data Analyst,20,56008
24,PhD,Manager,2,108251
58,Master's,Data Analyst,25,106461
48,PhD,Data Analyst,15,105816
59,Master's,Sales Representative,26,77133
27,PhD,Sales Representative,3,71598
31,High School,Data Analyst,2,41014
54,Bachelor's,Sales Representative,22,54515
38,PhD,Software Engineer,13,112619
47,Bachelor's,Manager,17,87142
28,PhD,Sales Representative,5,67872
23,PhD,Data Analyst,2,90147
48,PhD,Manager,14,128670
24,Bachelor's,Sales Representative,3,49205
44,Master's,Manager,11,113927
48,Master's,Manager,16,103186
24,Bachelor's,Data Analyst,0,60962
37,Master's,Software Engineer,10,85021
23,High School,Data Analyst,3,44128
55,Bachelor's,Software Engineer,20,93036
42,PhD,Software Engineer,12,105787
48,Bachelor's,Data Analyst,15,76366
23,High School,Software Engineer,3,62352
38,Master's,Manager,12,115793
59,High School,Sales Representative,25,47043
32,Master's,Data Analyst,5,83170
37,Master's,Software Engineer,12,109821
26,PhD,Manager,1,123150
47,Master's,Manager,14,112477
51,High School,Manager,18,67568
43,PhD,Manager,13,117410
26,Master's,Software Engineer,3,81200
58,PhD,Software Engineer,22,107582
32,PhD,Manager,7,127986
36,Bachelor's,Manager,10,70653
53,Bachelor's,Manager,19,95180
24,High School,Software Engineer,4,50378
27,High School,Manager,2,65993
53,Master's,Data Analyst,21,105051
43,Bachelor's,Software Engineer,15,94720
24,Bachelor's,Manager,0,90247
49,Bachelor's,Manager,15,92182
24,Master's,Data Analyst,1,73016
49,Master's,Sales Representative,16,62099
53,Master's,Software Engineer,15,95726
30,High School,Software Engineer,5,60760
29,Master's,Software Engineer,3,110757
57,PhD,Software Engineer,24,95631
57,Master's,Manager,20,116792
21,Bachelor's,Manager,0,88265
58,PhD,Software Engineer,26,127517
41,Master's,Sales Representative,14,60444
54,PhD,Data Analyst,23,121613
50,Master's,Software Engineer,13,85105
59,Bachelor's,Software Engineer,26,90260
39,PhD,Data Analyst,11,82700
28,Bachelor's,Data Analyst,2,62273
59,PhD,Software Engineer,24,128630
50,PhD,Sales Representative,17,66282
51,PhD,Software Engineer,21,113058
49,Bachelor's,Sales Representative,17,50135
28,Master's,Software Engineer,4,100273
59,Master's,Sales Representative,22,64763
42,High School,Data Analyst,11,53499
43,Master's,Data Analyst,10,74820
52,High School,Sales Representative,18,43421
34,Master's,Software Engineer,7,91258
52,Bachelor's,Sales Representative,19,57429
42,PhD,Sales Representative,17,57708
52,High School,Data Analyst,16,57247
60,High School,Data Analyst,26,52155
49,Bachelor's,Manager,17,84011
40,Bachelor's,Data Analyst,14,68225
57,High School,Manager,22,68121
35,Bachelor's,Sales Representative,6,35805
55,High School,Sales Representative,21,47784
58,PhD,Sales Representative,23,70413
44,Bachelor's,Data Analyst,12,80652
39,Bachelor's,Manager,8,93049
39,PhD,Sales Representative,10,59721
44,High School,Software Engineer,14,49624
39,Master's,Manager,13,101994
49,High School,Sales Representative,14,47173
40,PhD,Manager,15,130072
22,Master's,Data Analyst,0,88125
43,High School,Software Engineer,12,56829
21,Master's,Manager,0,91636
30,Bachelor's,Software Engineer,9,87118
60,Master's,Software Engineer,22,107170
55,Bachelor's,Software Engineer,19,86508
44,PhD,Sales Representative,16,75057
51,Bachelor's,Sales Representative,19,44352
22,Master's,Data Analyst,4,92879
37,Bachelor's,Manager,12,79299
26,PhD,Sales Representative,1,53385
57,PhD,Manager,24,123820
47,PhD,Manager,15,134959
59,PhD,Data Analyst,27,110470
46,Master's,Data Analyst,17,102116
32,Master's,Data Analyst,11,79976
53,PhD,Software Engineer,17,98445
53,Master's,Sales Representative,16,64562
28,High School,Manager,5,68753
32,PhD,Software Engineer,8,100390
30,PhD,Software Engineer,3,90904
38,Master's,Sales Representative,13,53469
44,PhD,Manager,15,124148
34,Master's,Sales Representative,9,49896
59,PhD,Data Analyst,24,111275
58,PhD,Data Analyst,27,119257
23,High School,Sales Representative,3,33571
47,High School,Data Analyst,13,44851
59,Master's,Manager,25,121589
43,Bachelor's,Sales Representative,18,48236
35,High School,Data Analyst,10,37276
51,PhD,Manager,18,135428
45,Bachelor's,Manager,15,77716
48,PhD,Data Analyst,16,103284
29,PhD,Software Engineer,2,113884
54,PhD,Software Engineer,18,136907
27,Bachelor's,Software Engineer,3,69597
32,Bachelor's,Software Engineer,9,90176
27,High School,Software Engineer,2,44344
24,PhD,Sales Representative,2,50837
57,Master's,Software Engineer,23,120087
53,PhD,Software Engineer,20,109386
58,High School,Software Engineer,22,67746
59,PhD,Data Analyst,26,104582
33,PhD,Software Engineer,8,108973
33,Bachelor's,Manager,8,67773
56,Master's,Software Engineer,20,107155
52,Master's,Sales Representative,19,64682
42,Master's,Data Analyst,12,101112
42,PhD,Sales Representative,9,57180
48,PhD,Manager,14,127654
42,Master's,Software Engineer,9,88683
34,Master's,Manager,7,99873
37,High School,Manager,8,70073
36,Bachelor's,Software Engineer,12,80315
45,Master's,Manager,13,104740
23,Master's,Sales Representative,0,57688
49,High School,Data Analyst,15,43880
30,Bachelor's,Data Analyst,8,56645
39,Master's,Data Analyst,9,96623
33,PhD,Software Engineer,6,103466
40,PhD,Software Engineer,12,130214
45,Master's,Data Analyst,16,90185
60,High School,Manager,25,72068
42,PhD,Data Analyst,15,95591
51,Bachelor's,Software Engineer,16,75701
49,Bachelor's,Sales Representative,16,46736
46,Master's,Sales Representative,14,53612
59,PhD,Data Analyst,24,104751
32,PhD,Sales Representative,2,60121
21,High School,Sales Representative,1,30701
55,PhD,Software Engineer,20,134120
57,Bachelor's,Manager,22,96914
50,PhD,Manager,21,129620
58,High School,Sales Representative,22,40903
28,Bachelor's,Software Engineer,2,59532
28,Bachelor's,Sales Representative,3,47017
22,High School,Data Analyst,1,49519
35,Master's,Software Engineer,13,98985
35,Bachelor's,Manager,10,77769
37,Bachelor's,Sales Representative,12,49596
55,Bachelor's,Software Engineer,20,95315
26,Master's,Software Engineer,6,109414
58,Master's,Software Engineer,21,110424
26,Bachelor's,Manager,4,79918
30,Master's,Sales Representative,9,56037
35,Bachelor's,Manager,8,92892
41,Bachelor's,Manager,15,101953
58,High School,Sales Representative,24,38859
26,High School,Software Engineer,1,52292
40,High School,Software Engineer,14,57972
50,High School,Data Analyst,18,51577
47,PhD,Manager,14,102929
25,Master's,Software Engineer,0,79011
40,Master's,Data Analyst,13,99476
54,Bachelor's,Data Analyst,22,69281
35,PhD,Data Analyst,4,112488
24,High School,Software Engineer,1,57668
37,PhD,Manager,12,125500
54,Master's,Data Analyst,18,84125
57,High School,Software Engineer,22,58666
32,Master's,Data Analyst,7,87932
44,PhD,Manager,12,115941
26,Bachelor's,Sales Representative,3,39879
50,Bachelor's,Software Engineer,17,72764
47,PhD,Data Analyst,16,114970
42,PhD,Software Engineer,13,102390
38,PhD,Data Analyst,8,102349
27,Bachelor's,Sales Representative,6,42504
21,High School,Data Analyst,0,51037
49,PhD,Manager,17,128525
56,PhD,Manager,24,142355
37,Bachelor's,Data Analyst,7,81019
25,PhD,Sales Representative,0,65036
21,Master's,Data Analyst,0,70906
58,PhD,Manager,24,132516
53,PhD,Sales Representative,22,74667
25,PhD,Sales Representative,2,52672
47,Bachelor's,Sales Representative,14,56375
42,Bachelor's,Software Engineer,11,86496
49,Bachelor's,Manager,22,95698
32,PhD,Data Analyst,3,107632
46,Master's,Data Analyst,13,88206
57,High School,Sales Representative,25,51511
53,PhD,Data Analyst,24,116251
29,PhD,Sales Representative,7,57480
27,High School,Sales Representative,4,38044
24,High School,Data Analyst,1,41407
48,PhD,Software Engineer,17,98151
21,Master's,Software Engineer,1,110275
32,High School,Sales Representative,8,40186
46,PhD,Sales Representative,18,76886
39,High School,Manager,12,66680
58,PhD,Software Engineer,21,141130
35,Bachelor's,Manager,7,94655
23,PhD,Sales Representative,1,65763
21,Master's,Software Engineer,0,84332
60,Master's,Software Engineer,25,119723
55,Master's,Manager,24,122725
49,PhD,Sales Representative,18,79907
59,High School,Data Analyst,24,58308
34,PhD,Sales Representative,10,69460
60,Bachelor's,Manager,22,84972
59,High School,Sales Representative,24,39118
26,Master's,Sales Representative,3,49228
41,High School,Manager,11,77467
40,Bachelor's,Sales Representative,14,52564
39,High School,Sales Representative,12,37419
53,Bachelor's,Sales Representative,18,60222
55,Master's,Data Analyst,21,114112
34,Master's,Sales Representative,10,51597
44,PhD,Sales Representative,14,74100
49,Bachelor's,Software Engineer,17,71252
50,Bachelor's,Sales Representative,19,48144
32,PhD,Software Engineer,8,121432
43,Master's,Sales Representative,11,54249
29,PhD,Sales Representative,5,78538
49,Bachelor's,Sales Representative,19,52425
26,PhD,Manager,7,119403
21,Master's,Sales Representative,2,54977
39,Bachelor's,Manager,10,75919
43,Master's,Software Engineer,15,99279
56,PhD,Manager,18,120098
45,PhD,Sales Representative,11,66816
22,PhD,Manager,0,96085
32,PhD,Manager,8,134105
41,PhD,Data Analyst,13,104126
47,High School,Software Engineer,18,68384
57,Bachelor's,Software Engineer,22,94612
30,Bachelor's,Sales Representative,7,47956
45,High School,Software Engineer,16,55289
55,High School,Sales Representative,18,31991
56,PhD,Software Engineer,24,107893
42,Bachelor's,Data Analyst,10,74961
31,Master's,Manager,5,90851
56,High School,Sales Representative,20,43255
43,Bachelor's,Software Engineer,11,76365
37,Bachelor's,Data Analyst,13,61939
21,PhD,Manager,1,100671
45,Bachelor's,Software Engineer,16,83618
39,High School,Sales Representative,11,33137
34,Master's,Manager,8,103405
48,Master's,Sales Representative,16,51358
57,PhD,Manager,20,137743
21,PhD,Sales Representative,0,53522
47,High School,Software Engineer,16,49812
32,High School,Data Analyst,7,49589
50,Master's,Software Engineer,19,96742
53,PhD,Software Engineer,20,118701
43,Master's,Manager,11,110467
52,Bachelor's,Sales Representative,22,50364
27,PhD,Sales Representative,1,60847
41,High School,Manager,14,70403
25,Master's,Software Engineer,0,95594
22,Bachelor's,Sales Representative,4,50976
35,High School,Manager,9,65337
57,High School,Software Engineer,20,49845
24,Bachelor's,Software Engineer,0,88156
50,PhD,Sales Representative,13,63691
39,Bachelor's,Data Analyst,10,72667
28,High School,Data Analyst,8,43557
24,PhD,Sales Representative,5,67467
51,PhD,Sales Representative,18,67165
54,Master's,Sales Representative,21,56798
30,PhD,Data Analyst,8,92588
43,PhD,Manager,9,104304
47,Bachelor's,Sales Representative,15,49386
48,PhD,Software Engineer,18,114054
53,Bachelor's,Sales Representative,24,53391
34,Bachelor's,Manager,8,80276
33,PhD,Software Engineer,6,92547
37,Bachelor's,Manager,12,74704
48,Bachelor's,Manager,15,98681
51,PhD,Software Engineer,21,135577
59,Master's,Sales Representative,26,67516
59,PhD,Software Engineer,25,135698
39,High School,Software Engineer,8,46634
60,Bachelor's,Software Engineer,23,79327
43,Bachelor's,Software Engineer,14,85093
41,Bachelor's,Data Analyst,11,58437
60,Bachelor's,Software Engineer,23,101278
45,PhD,Manager,14,106970
28,PhD,Data Analyst,2,102568
45,PhD,Data Analyst,13,86599
29,PhD,Data Analyst,4,100102
33,Master's,Sales Representative,8,69650
39,High School,Software Engineer,9,43989
57,Master's,Sales Representative,23,72980
55,PhD,Manager,22,121512
54,PhD,Software Engineer,22,134519
40,Bachelor's,Data Analyst,15,67062
51,Master's,Sales Representative,21,63159
30,PhD,Software Engineer,4,124801
55,High School,Sales Representative,21,45112
37,PhD,Data Analyst,10,93872
57,Master's,Sales Representative,23,63189
49,Bachelor's,Manager,18,95145
59,Master's,Data Analyst,26,108411
25,PhD,Sales Representative,3,63677
22,High School,Data Analyst,2,40582
45,Bachelor's,Sales Representative,12,47411
28,Bachelor's,Manager,3,79067
59,Master's,Manager,24,132639
38,Bachelor's,Software Engineer,14,89690
55,Master's,Manager,21,102657
58,Master's,Data Analyst,23,95663
33,Bachelor's,Software Engineer,9,79024
29,Bachelor's,Software Engineer,6,70659
33,Master's,Manager,9,96640
31,High School,Software Engineer,5,44158
55,High School,Software Engineer,17,56448
24,Master's,Data Analyst,0,90945
50,High School,Data Analyst,19,53033
60,PhD,Software Engineer,20,114025
25,Master's,Sales Representative,4,51342
44,Master's,Manager,12,94814
35,High School,Software Engineer,10,55951
23,High School,Software Engineer,0,47472
27,PhD,Manager,5,123664
31,High School,Software Engineer,7,41822
35,High School,Data Analyst,11,55488
26,PhD,Sales Representative,4,69224
54,Master's,Data Analyst,21,93954
28,Bachelor's,Software Engineer,1,62686
57,PhD,Software Engineer,17,124059
51,High School,Sales Representative,19,39823
49,Master's,Manager,13,112886
39,High School,Software Engineer,10,55400
35,Master's,Data Analyst,10,77499
56,Bachelor's,Manager,22,91467
56,PhD,Sales Representative,24,66572
54,PhD,Data Analyst,19,111464
28,Bachelor's,Software Engineer,5,86472
40,Master's,Sales Representative,14,60470
59,PhD,Sales Representative,23,71338
27,Master's,Manager,3,96206
34,Bachelor's,Sales Representative,6,44379
57,PhD,Sales Representative,21,77886
59,High School,Software Engineer,21,58373
30,Bachelor's,Sales Representative,5,46632
29,High School,Sales Representative,4,40532
56,Bachelor's,Data Analyst,23,84503
59,Bachelor's,Manager,25,88944
47,High School,Software Engineer,12,64354
39,Master's,Software Engineer,11,112298
33,Bachelor's,Manager,7,74035
37,Bachelor's,Sales Representative,8,54532
53,PhD,Sales Representative,20,58460
59,Master's,Sales Representative,21,55128
45,Bachelor's,Data Analyst,16,69846
53,PhD,Sales Representative,17,62096
24,Master's,Data Analyst,0,75428
44,High School,Data Analyst,14,52235
25,Master's,Manager,1,115455
40,PhD,Software Engineer,13,101952
55,High School,Manager,20,66638
57,Master's,Manager,23,116221
59,PhD,Manager,23,131394
38,Bachelor's,Data Analyst,8,59894
39,Master's,Software Engineer,12,89385
47,PhD,Data Analyst,14,102500
47,Master's,Data Analyst,15,90538
29,PhD,Data Analyst,6,88919
43,Master's,Sales Representative,10,63083
24,PhD,Software Engineer,3,108446
59,High School,Software Engineer,23,72786
27,PhD,Software Engineer,5,109608
29,PhD,Sales Representative,7,70493
56,Bachelor's,Sales Representative,23,57152
33,Master's,Manager,9,112833
52,High School,Data Analyst,19,62108
30,Bachelor's,Manager,8,95942
38,Master's,Software Engineer,10,103958
38,High School,Data Analyst,11,43371
21,PhD,Data Analyst,0,110960
55,High School,Sales Representative,22,40578
46,Master's,Data Analyst,17,84213
44,High School,Software Engineer,16,46397
43,High School,Sales Representative,10,45211
33,High School,Software Engineer,8,54059
25,Bachelor's,Data Analyst,4,78489
28,PhD,Manager,5,114711
59,High School,Manager,23,68270
42,Master's,Data Analyst,16,91575
48,Master's,Sales Representative,15,59690
54,Bachelor's,Manager,14,95501
46,Bachelor's,Manager,14,74279
41,PhD,Data Analyst,11,106073
49,High School,Sales Representative,17,35847
32,Master's,Manager,5,98749
55,Bachelor's,Software Engineer,21,82506
50,Master's,Sales Representative,17,62751
56,Bachelor's,Sales Representative,19,49402
40,Bachelor's,Manager,14,94461
50,Bachelor's,Software Engineer,20,93050
57,Bachelor's,Sales Representative,22,57435
29,Bachelor's,Software Engineer,5,74243
48,PhD,Data Analyst,17,108785
53,Master's,Sales Representative,17,55032
60,PhD,Manager,26,118747
58,Bachelor's,Sales Representative,24,47747
52,High School,Sales Representative,20,38029
38,Master's,Manager,11,103089
52,Master's,Data Analyst,20,81077
21,PhD,Software Engineer,1,99933
57,High School,Manager,22,81187
31,High School,Data Analyst,10,57250
